gene,evalue,hit,species,kTotal,kWithin,kOut,kDiff,behavioral_category,fire_ant_ortholog,honey_bee_ortholog,fpkm,ortholog,dN/dS
XLOC_017208,8.70E-56,gi|332021860|gb|EGI62196.1| Chromatin modification-related protein MEAF6,Acromyrmex echinatior,819.0803551,379.6548715,439.4254836,-59.77061202,all others,1,0,8.025833333,Sinv only,0.1291
XLOC_017209,NA,,,414.531024,243.3309228,171.2001012,72.13082155,all others,0,0,1.214583333,neither,NA
XLOC_017210,1.32E-40,gi|347969099|ref|XP_003436359.1| AGAP013077-PA,Anopheles gambiae str. PEST,363.174208,199.5223446,163.6518634,35.87048122,all others,1,1,1.158333333,both,0.0412
XLOC_017211,NA,,,1385.245792,810.404894,574.8408984,235.5639957,all others,0,0,10.37458333,neither,NA
XLOC_017212,9.43E-168,gi|307204499|gb|EFN83179.1| Regulating synaptic membrane exocytosis protein 2,Harpegnathos saltator,177.9093312,72.09782189,105.8115093,-33.71368743,all others,1,1,5.06125,both,0.1165
XLOC_017215,1.79E-108,gi|307214214|gb|EFN89320.1| Rap guanine nucleotide exchange factor 2,Harpegnathos saltator,632.7660646,383.6253211,249.1407435,134.4845776,all others,1,1,25.19916667,both,0.0346
XLOC_017218,3.68E-13,gi|332023976|gb|EGI64194.1| Protein ITFG3,Acromyrmex echinatior,843.0008302,376.6823265,466.3185037,-89.63617719,nurse,0,0,2.94875,neither,NA
XLOC_017219,NA,,,211.963684,101.4458817,110.5178022,-9.071920493,all others,0,0,1.045833333,neither,NA
XLOC_017220,3.84E-29,gi|332016934|gb|EGI57743.1| Armadillo segment polarity protein,Acromyrmex echinatior,306.0096241,93.68876385,212.3208603,-118.6320964,all others,0,0,46.79958333,neither,NA
XLOC_017221,9.15E-24,gi|307199439|gb|EFN80052.1| Exocyst complex component 7,Harpegnathos saltator,681.9225311,408.1778681,273.744663,134.4332051,all others,1,0,2.1825,Sinv only,0.1843
XLOC_017222,0,"gi|242020346|ref|XP_002430616.1| Phosphatidylinositol-binding clathrin assembly protein LAP, putative",Pediculus humanus corporis,1367.0369,807.6790327,559.3578675,248.3211652,all others,1,1,33.12708333,both,0.001
XLOC_017223,NA,,,1039.758511,688.5142569,351.2442544,337.2700024,forager,0,0,4.849583333,neither,NA
XLOC_017224,1.51E-73,gi|332021906|gb|EGI62240.1| Putative fatty acyl-CoA reductase,Acromyrmex echinatior,1204.157852,544.7666937,659.3911586,-114.6244649,forager,0,0,5.229166667,neither,NA
XLOC_017225,2.47E-10,gi|195396166|ref|XP_002056703.1| GJ10070,Drosophila virilis,647.2883603,323.7369701,323.5513902,0.185579816,forager,0,0,218.15875,neither,NA
XLOC_017226,2.00E-67,gi|307186670|gb|EFN72148.1| Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase,Camponotus floridanus,623.0432251,279.3915609,343.6516643,-64.26010338,all others,1,0,6.61875,Sinv only,0.2782
XLOC_017227,1.10E-63,gi|307183293|gb|EFN70162.1| Eukaryotic translation initiation factor 3 subunit M,Camponotus floridanus,681.7618102,173.3716092,508.3902009,-335.0185917,all others,0,0,36.37541667,neither,NA
XLOC_017228,NA,,,443.3728023,136.3094499,307.0633524,-170.7539025,nurse,0,0,5.103333333,neither,NA
XLOC_017229,NA,,,152.3690069,68.03993358,84.32907331,-16.28913973,nurse,0,0,2.0325,neither,NA
XLOC_017230,8.62E-17,gi|332027617|gb|EGI67687.1| ADP-ribosylation factor-like protein 4C,Acromyrmex echinatior,564.9250312,283.7203553,281.2046759,2.515679392,all others,0,0,3.115833333,neither,NA
XLOC_017232,0,gi|332027311|gb|EGI67395.1| Putative methyltransferase METT10D,Acromyrmex echinatior,1173.672906,530.6449284,643.0279775,-112.3830491,all others,1,1,25.27541667,both,0.2217
XLOC_017233,7.25E-103,gi|332027309|gb|EGI67393.1| DNA repair protein RAD51-like protein 4,Acromyrmex echinatior,984.8639135,515.984603,468.8793105,47.10529248,all others,1,1,2.096666667,both,0.2385
XLOC_017234,0,gi|307199403|gb|EFN80028.1| Glutamate--cysteine ligase catalytic subunit,Harpegnathos saltator,1684.092031,918.8198391,765.2721917,153.5476474,all others,1,1,10.62791667,both,0.0445
XLOC_017236,NA,,,82.30250941,21.94438197,60.35812744,-38.41374548,all others,0,0,1.534583333,neither,NA
XLOC_017239,2.53E-22,gi|307173082|gb|EFN64212.1| Nucleoside diphosphate kinase,Camponotus floridanus,202.8980105,87.35114037,115.5468702,-28.1957298,all others,0,0,2.954583333,neither,NA
XLOC_017240,NA,,,57.77820603,23.29802623,34.4801798,-11.18215356,all others,0,0,1.202083333,neither,NA
XLOC_017241,NA,,,644.8263964,23.7816326,621.0447638,-597.2631312,all others,0,0,1.240833333,neither,NA
XLOC_017243,0,gi|332023991|gb|EGI64209.1| Sarcalumenin,Acromyrmex echinatior,309.4684551,161.6869955,147.7814596,13.90553592,nurse,1,1,140.7433333,both,0.2319
XLOC_017244,6.74E-36,gi|332023990|gb|EGI64208.1| Hsc70-interacting protein,Acromyrmex echinatior,1370.876623,549.2491378,821.6274856,-272.3783478,all others,0,0,20.95083333,neither,NA
XLOC_017247,5.29E-07,gi|209863095|ref|NP_001129460.1| uncharacterized protein LOC100191015,Danio rerio,1421.505356,508.9634361,912.5419201,-403.578484,all others,0,0,9.511666667,neither,NA
XLOC_017248,9.01E-28,gi|332375106|gb|AEE62694.1| unknown,Dendroctonus ponderosae,766.7976469,323.5710801,443.2265668,-119.6554867,all others,0,0,13.53708333,neither,NA
XLOC_017249,0,gi|332022236|gb|EGI62551.1| Cytochrome P450 9e2,Acromyrmex echinatior,430.9122555,254.059346,176.8529095,77.20643652,all others,0,0,7.18375,neither,NA
XLOC_017250,8.25E-37,gi|307213768|gb|EFN89106.1| Golgin subfamily A member 1,Harpegnathos saltator,186.8853055,83.1046512,103.7806543,-20.67600308,all others,1,0,5.5025,Sinv only,0.0664
XLOC_017251,1.56E-43,"gi|307206568|gb|EFN84570.1| Putative ATP synthase subunit f, mitochondrial",Harpegnathos saltator,401.2654741,83.45266587,317.8128083,-234.3601424,nurse,1,1,175.8679167,both,0.1389
XLOC_017252,NA,,,130.9745197,28.67588047,102.2986392,-73.62275877,all others,0,0,5.58,neither,NA
XLOC_017253,NA,,,429.6148645,197.2656839,232.3491806,-35.08349668,all others,1,1,7.439583333,both,0.1371
XLOC_017254,1.49E-141,"gi|332018418|gb|EGI59012.1| 28S ribosomal protein S22, mitochondrial",Acromyrmex echinatior,179.8763575,48.90509946,130.971258,-82.06615857,all others,1,1,25.91041667,both,0.1507
XLOC_017255,NA,,,415.7238206,76.85625776,338.8675629,-262.0113051,all others,0,0,12.12916667,neither,NA
XLOC_017256,2.53E-22,gi|307208510|gb|EFN85861.1| Odorant receptor Or2,Harpegnathos saltator,840.2766122,300.9291317,539.3474805,-238.4183489,all others,0,0,1.68875,neither,NA
XLOC_017258,8.31E-74,gi|332025682|gb|EGI65841.1| Odorant receptor Or2,Acromyrmex echinatior,303.4369196,118.8410719,184.5958477,-65.75477581,all others,0,1,1.163333333,Amel only,NA
XLOC_017259,2.93E-91,gi|332025686|gb|EGI65845.1| UPF0399 protein C6orf153-like protein,Acromyrmex echinatior,387.3471067,79.51124752,307.8358592,-228.3246117,all others,1,1,15.22083333,both,0.1361
XLOC_017260,0,gi|307201503|gb|EFN81266.1| Helicase SKI2W,Harpegnathos saltator,386.8687848,176.5858052,210.2829795,-33.69717426,all others,1,1,4.427916667,both,0.0819
XLOC_017261,0,gi|307177449|gb|EFN66576.1| Protein SEC13-like protein,Camponotus floridanus,1966.658927,1145.104896,821.5540315,323.5508645,all others,0,1,23.86583333,Amel only,NA
XLOC_017263,0,gi|332025247|gb|EGI65421.1| Insulin-like growth factor 2 mRNA-binding protein 1,Acromyrmex echinatior,1025.919737,670.3533822,355.566355,314.7870272,forager,1,1,6.538333333,both,0.024
XLOC_017264,2.69E-33,gi|332029901|gb|EGI69752.1| Glutamate--cysteine ligase catalytic subunit,Acromyrmex echinatior,261.4951668,103.8548076,157.6403592,-53.78555164,all others,1,0,2.375,Sinv only,0.2582
XLOC_017265,0,gi|332024899|gb|EGI65087.1| Sphingosine-1-phosphate lyase,Acromyrmex echinatior,1366.390193,582.013164,784.3770286,-202.3638645,all others,1,1,24.28125,both,0.1741
XLOC_017266,0,gi|332024900|gb|EGI65088.1| Tubby-related protein 4,Acromyrmex echinatior,470.0893195,86.85822238,383.2310971,-296.3728748,all others,1,1,10.67416667,both,0.1022
XLOC_017267,NA,,,275.5203521,107.9219113,167.5984408,-59.67652946,all others,0,0,3.285833333,neither,NA
XLOC_017268,8.21E-69,"gi|332030037|gb|EGI69862.1| Serine/threonine-protein kinase PINK1, mitochondrial",Acromyrmex echinatior,499.2198434,69.46473609,429.7551073,-360.2903712,all others,0,0,15.28708333,neither,NA
XLOC_017269,2.89E-100,gi|307179323|gb|EFN67687.1| Actin-binding Rho-activating protein,Camponotus floridanus,424.490313,25.44518498,399.045128,-373.5999431,all others,1,1,43.81916667,both,0.206
XLOC_017270,0,gi|307179324|gb|EFN67688.1| Agrin,Camponotus floridanus,606.5795981,298.2009292,308.3786688,-10.17773956,all others,1,1,6.780416667,both,0.0429
XLOC_017272,NA,,,406.4544855,221.5870712,184.8674143,36.71965694,all others,0,0,1.31875,neither,NA
XLOC_017273,3.48E-31,gi|307190398|gb|EFN74457.1| Fringe glycosyltransferase,Camponotus floridanus,208.3846202,102.117469,106.2671512,-4.14968215,all others,1,0,5.151666667,Sinv only,0.1573
XLOC_017274,0,"gi|307186762|gb|EFN72207.1| Type I inositol-1,4,5-trisphosphate 5-phosphatase",Camponotus floridanus,317.1484604,93.13666985,224.0117905,-130.8751207,all others,1,1,72.1925,both,0.2201
XLOC_017275,3.98E-39,gi|332018098|gb|EGI58712.1| Putative small nuclear ribonucleoprotein G,Acromyrmex echinatior,962.810996,514.0321672,448.7788289,65.25333829,all others,1,1,7.62125,both,0.0347
XLOC_017276,3.50E-128,gi|332018099|gb|EGI58713.1| Zinc finger protein 408,Acromyrmex echinatior,426.0497954,146.4567916,279.5930039,-133.1362123,all others,1,1,4.606666667,both,0.38
XLOC_017277,0,gi|332018100|gb|EGI58714.1| Disintegrin and metalloproteinase domain-containing protein 12,Acromyrmex echinatior,204.8814343,83.72410956,121.1573248,-37.43321521,all others,1,1,20.61625,both,0.197
XLOC_017278,NA,,,272.1744684,140.4750023,131.6994661,8.775536228,all others,0,0,26.05416667,neither,NA
XLOC_017279,NA,,,95.79424026,35.76407587,60.03016439,-24.26608852,all others,0,0,12.10708333,neither,NA
XLOC_017280,1.47E-79,gi|332030223|gb|EGI70006.1| Replicase polyprotein 1a,Acromyrmex echinatior,132.7925544,39.92236996,92.8701844,-52.94781443,all others,0,1,2.390416667,Amel only,NA
XLOC_017281,1.58E-166,"gi|332030222|gb|EGI70005.1| Enoyl-CoA hydratase domain-containing protein 2, mitochondrial",Acromyrmex echinatior,271.6023395,12.53388513,259.0684543,-246.5345692,all others,0,1,23.2925,Amel only,NA
XLOC_017282,NA,,,308.9822203,173.6077789,135.3744413,38.23333761,all others,0,0,1.914166667,neither,NA
XLOC_017283,6.44E-16,gi|332025637|gb|EGI65799.1| Putative odorant-binding protein A10,Acromyrmex echinatior,1679.406602,1007.976902,671.4297,336.5472019,all others,0,0,195.175,neither,NA
XLOC_017284,NA,,,332.9097027,141.9636743,190.9460285,-48.98235422,all others,0,0,11.26791667,neither,NA
XLOC_017285,NA,,,140.1841558,34.17842429,106.0057315,-71.8273072,all others,0,0,1.237083333,neither,NA
XLOC_017286,0,gi|332018187|gb|EGI58792.1| PDZ domain-containing protein 2,Acromyrmex echinatior,1274.308944,669.6281334,604.6808109,64.94732245,all others,1,1,5.824583333,both,0.1001
XLOC_017287,0,gi|332018186|gb|EGI58791.1| PDZ domain-containing protein 2,Acromyrmex echinatior,352.8802098,89.23709396,263.6431159,-174.4060219,all others,1,1,4.50875,both,0.1306
XLOC_017288,2.04E-109,gi|332025444|gb|EGI65609.1| COMM domain-containing protein 4,Acromyrmex echinatior,410.4544085,216.4985974,193.9558111,22.54278637,all others,1,1,10.04625,both,0.133
XLOC_017289,0,gi|332025441|gb|EGI65606.1| Tachykinin,Acromyrmex echinatior,161.7264228,70.63120149,91.09522136,-20.46401988,all others,1,1,22.12083333,both,0.2364
XLOC_017290,6.34E-34,gi|37287641|gb|AAQ90477.1| cytochrome P450 CYP4AB2,Solenopsis invicta,756.10141,391.3922099,364.7092001,26.6830098,all others,0,0,5.065833333,neither,NA
XLOC_017291,NA,,,190.1030583,8.137424845,181.9656334,-173.8282086,all others,0,0,2.357916667,neither,NA
XLOC_017293,0,gi|332019542|gb|EGI60021.1| Putative sodium-dependent multivitamin transporter,Acromyrmex echinatior,363.8417041,132.0198723,231.8218317,-99.80195937,all others,0,1,4.986666667,Amel only,NA
XLOC_017294,1.07E-37,gi|332019542|gb|EGI60021.1| Putative sodium-dependent multivitamin transporter,Acromyrmex echinatior,306.5975669,54.63149969,251.9660672,-197.3345675,all others,1,0,5.167916667,Sinv only,0.4106
XLOC_017295,NA,,,670.8244756,386.5641865,284.2602891,102.3038973,all others,0,0,6.677083333,neither,NA
XLOC_017296,3.17E-15,gi|307184007|gb|EFN70565.1| Histone H3,Camponotus floridanus,993.2118254,626.548372,366.6634534,259.8849185,all others,1,0,3.580833333,Sinv only,0.0101
XLOC_017297,NA,,,473.2074442,306.8728563,166.3345879,140.5382684,all others,0,0,1.944583333,neither,NA
XLOC_017298,4.63E-14,gi|307199470|gb|EFN80083.1| Uncharacterized protein C9orf78,Harpegnathos saltator,168.7489988,76.10740184,92.64159699,-16.53419515,all others,0,0,5.013333333,neither,NA
XLOC_017299,0,gi|307183342|gb|EFN70200.1| Tubulin alpha chain,Camponotus floridanus,397.1749096,182.7884716,214.386438,-31.59796644,nurse,0,0,13.65916667,neither,NA
XLOC_017301,0,gi|307191741|gb|EFN75183.1| Protein NDRG3,Harpegnathos saltator,588.3362204,329.4362309,258.8999895,70.53624135,all others,1,1,41.33416667,both,0.0229
XLOC_017302,NA,,,162.8091911,59.21812149,103.5910696,-44.37294807,all others,0,0,2.56,neither,NA
XLOC_017303,NA,,,585.1425912,309.8220296,275.3205616,34.50146799,all others,0,0,5.99125,neither,NA
XLOC_017304,2.06E-13,gi|323520041|gb|ADX94410.1| OBP14 precursor,Solenopsis invicta,443.9797284,224.5475125,219.4322159,5.115296626,nurse,0,0,429.7254167,neither,NA
XLOC_017305,0,gi|332029050|gb|EGI69064.1| Protein slit,Acromyrmex echinatior,507.5535025,130.6447194,376.9087831,-246.2640638,all others,1,1,3.709583333,both,0.3101
XLOC_017307,NA,,,315.7219711,153.2181833,162.5037878,-9.285604461,all others,0,0,1.3425,neither,NA
XLOC_017309,NA,,,628.6578567,131.5224723,497.1353844,-365.6129121,all others,0,0,1.122916667,neither,NA
XLOC_017310,1.68E-109,gi|307183271|gb|EFN70140.1| Alpha-tocopherol transfer protein-like,Camponotus floridanus,175.2120346,66.99060903,108.2214256,-41.23081654,all others,1,0,3.165416667,Sinv only,0.2959
XLOC_017311,1.33E-07,gi|307179548|gb|EFN67862.1| Guanine nucleotide-releasing factor 2,Camponotus floridanus,108.4342828,29.9661849,78.46809794,-48.50191304,all others,0,0,28.42208333,neither,NA
XLOC_017312,1.51E-09,"gi|403182540|gb|EAT45501.2| AAEL003267-PA, partial",Aedes aegypti,162.8301282,43.22607341,119.6040548,-76.37798136,all others,0,0,3.6825,neither,NA
XLOC_017313,1.25E-88,gi|347970256|ref|XP_313387.4| AGAP003625-PA,Anopheles gambiae str. PEST,140.7524095,9.236581174,131.5158284,-122.2792472,all others,1,1,6.7225,both,0.001
XLOC_017314,NA,,,139.0116755,64.37840819,74.63326727,-10.25485907,all others,0,0,35.54458333,neither,NA
XLOC_017315,NA,,,224.6657958,98.63879379,126.027002,-27.38820824,all others,0,0,1.251666667,neither,NA
XLOC_017316,2.74E-134,gi|332029790|gb|EGI69659.1| LAMP family protein C20orf103-like protein,Acromyrmex echinatior,450.0896986,223.3859614,226.7037372,-3.317775765,all others,1,1,18.05583333,both,0.3009
XLOC_017317,NA,,,122.1676006,38.27503671,83.89256388,-45.61752717,nurse,0,0,2.575833333,neither,NA
XLOC_017319,NA,,,275.7611572,114.7381177,161.0230395,-46.2849218,all others,1,1,4.685833333,both,0.1998
XLOC_017320,NA,,,298.4428893,26.97306549,271.4698238,-244.4967583,all others,0,0,16.87541667,neither,NA
XLOC_017323,8.77E-58,"gi|332028636|gb|EGI68670.1| 39S ribosomal protein L46, mitochondrial",Acromyrmex echinatior,335.4543192,109.4200753,226.0342439,-116.6141686,all others,1,1,17.58625,both,0.1967
XLOC_017324,0,gi|332031168|gb|EGI70745.1| Neutral alpha-glucosidase AB,Acromyrmex echinatior,1091.739296,599.8417339,491.897562,107.944172,all others,1,1,59.88625,both,0.1013
XLOC_017325,NA,,,136.0520098,39.54680931,96.50520052,-56.95839121,all others,0,0,1.659583333,neither,NA
XLOC_017326,1.06E-163,gi|332026081|gb|EGI66230.1| Calcium-binding mitochondrial carrier protein Aralar1,Acromyrmex echinatior,418.1893863,185.6732216,232.5161647,-46.84294302,all others,1,1,49.52333333,both,0.0375
XLOC_017329,NA,,,221.7250067,63.46521326,158.2597935,-94.79458019,all others,1,0,1.287083333,Sinv only,0.0454
XLOC_017332,9.96E-122,gi|307188901|gb|EFN73450.1| Acetylcholine receptor subunit alpha-like 2,Camponotus floridanus,263.3956014,104.9991332,158.3964682,-53.39733498,nurse,0,0,61.75291667,neither,NA
XLOC_017333,1.82E-27,gi|350534986|ref|NP_001233180.1| uncharacterized protein LOC100578542 precursor,Apis mellifera,168.4637871,18.16514798,150.2986391,-132.1334911,all others,1,0,6.072083333,Sinv only,0.1013
XLOC_017334,NA,,,174.8403344,60.90383758,113.9364969,-53.03265928,all others,0,0,3.328333333,neither,NA
XLOC_017335,4.99E-24,gi|332017885|gb|EGI58545.1| Putative methyltransferase NSUN6,Acromyrmex echinatior,810.1245899,303.3009949,506.823595,-203.5226001,all others,0,0,3.29,neither,NA
XLOC_017338,NA,,,234.7770587,111.3504037,123.4266549,-12.07625121,all others,0,0,7.356666667,neither,NA
XLOC_017339,3.13E-37,gi|332030964|gb|EGI70590.1| COMM domain-containing protein 8,Acromyrmex echinatior,595.5982611,288.5932815,307.0049796,-18.41169805,all others,0,0,190.27875,neither,NA
XLOC_017340,NA,,,358.05442,177.478588,180.575832,-3.097243958,all others,0,0,9.82125,neither,NA
XLOC_017341,2.65E-101,gi|332030964|gb|EGI70590.1| COMM domain-containing protein 8,Acromyrmex echinatior,472.4588056,248.6732768,223.7855288,24.88774801,all others,1,1,25.04583333,both,0.1916
XLOC_017342,6.52E-22,gi|194862792|ref|XP_001970125.1| GG23552,Drosophila erecta,679.9536794,194.2011791,485.7525003,-291.5513212,forager,1,1,16.06375,both,0.5252
XLOC_017343,8.20E-37,"gi|242013325|ref|XP_002427361.1| sidestep protein, putative",Pediculus humanus corporis,429.8663827,183.9337417,245.932641,-61.99889927,nurse,0,0,4.34375,neither,NA
XLOC_017344,4.40E-116,gi|332023849|gb|EGI64073.1| Uncharacterized protein C19orf52,Acromyrmex echinatior,720.4837094,394.4001612,326.0835482,68.31661297,all others,1,1,5.712083333,both,0.1934
XLOC_017345,0,gi|332023810|gb|EGI64034.1| Sorting nexin-9,Acromyrmex echinatior,540.5993166,295.2670886,245.332228,49.93486052,all others,1,1,28.18833333,both,0.0255
XLOC_017346,0,"gi|332023850|gb|EGI64074.1| 1,4-alpha-glucan-branching enzyme",Acromyrmex echinatior,1305.474217,713.5734358,591.900781,121.6726549,all others,1,1,76.90958333,both,0.0924
XLOC_017347,NA,,,133.3733075,59.0579295,74.315378,-15.2574485,all others,0,0,1.438333333,neither,NA
XLOC_017348,8.42E-32,gi|307166790|gb|EFN60752.1| Pituitary homeobox 1-like protein,Camponotus floridanus,333.3716588,124.3539913,209.0176675,-84.66367617,all others,0,0,5.857083333,neither,NA
XLOC_017349,0,gi|332023314|gb|EGI63568.1| Eukaryotic translation initiation factor 2-alpha kinase,Acromyrmex echinatior,795.3461771,331.5327133,463.8134638,-132.2807505,all others,1,1,9.7975,both,0.2304
XLOC_017350,0,gi|307201533|gb|EFN81296.1| Nuclear pore complex protein Nup155,Harpegnathos saltator,1609.292448,685.0264636,924.2659842,-239.2395205,all others,0,1,4.96125,Amel only,NA
XLOC_017352,0,gi|268589160|gb|ACZ06878.1| tyrosine hydroxylase,Polyrhachis dives,206.2087481,18.21027783,187.9984702,-169.7881924,all others,1,1,39.29416667,both,0.064
XLOC_017353,4.17E-14,gi|332026470|gb|EGI66598.1| Ras-related and estrogen-regulated growth inhibitor-like protein,Acromyrmex echinatior,1563.349717,848.6118402,714.7378772,133.873963,all others,0,0,16.26041667,neither,NA
XLOC_017355,1.55E-77,gi|307165955|gb|EFN60282.1| Nck-associated protein 5,Camponotus floridanus,438.9514922,192.5754156,246.3760766,-53.80066105,nurse,0,0,4.069583333,neither,NA
XLOC_017356,6.32E-27,gi|307165955|gb|EFN60282.1| Nck-associated protein 5,Camponotus floridanus,1449.710976,778.926109,670.7848669,108.141242,forager,1,0,9.975416667,Sinv only,0.0163
XLOC_017357,0,gi|332023081|gb|EGI63346.1| Glucose dehydrogenase,Acromyrmex echinatior,409.9787568,212.7067481,197.2720087,15.43473938,all others,0,1,24.46958333,Amel only,NA
